Cylinders,Transmission,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4,AV,4.8,5.5,5.1,55,121
8,A6,14.6,10.3,12.7,22,297
8,A8,15.2,10.7,13.1,22,309
8,A8,15.9,11.2,13.8,20,324
6,A6,13.4,10.0,11.9,24,279
8,A6,14.6,10.3,12.7,22,298
8,A6,15.0,10.7,13.1,22,307
8,A8,15.9,11.5,13.9,20,327
8,A8,16.0,11.7,14.1,20,330
6,A6,14.1,10.6,12.5,23,294
8,A6,15.0,10.7,13.1,22,307
8,A8,14.4,11.2,13.0,22,303
4,AS6,8.8,6.6,7.8,36,184
4,M6,8.4,6.3,7.4,38,174
4,AS6,9.7,6.9,8.4,34,197
4,M5,9.2,7.1,8.3,34,194
4,AS6,8.8,6.6,7.8,36,184
4,M6,8.4,6.3,7.4,38,174
4,AS6,9.7,6.9,8.4,34,197
4,M5,9.2,7.1,8.3,34,194
4,AV,7.8,6.2,7.1,40,167
4,M5,8.0,6.2,7.2,39,168
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.4,10.8,13.3,21,312
8,A6,15.4,10.8,13.3,21,312
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.2,10.8,13.2,21,310
8,A6,15.2,10.8,13.2,21,310
6,A6,15.7,10.6,13.4,21,315
6,A6,16.0,10.9,13.7,21,322
4,AS6,9.3,7.2,8.3,34,194
4,M6,9.2,7.1,8.2,34,194
4,AS6,9.8,7.7,8.8,32,208
4,A9,10.2,6.6,8.6,33,201
6,A9,12.4,7.6,10.2,28,241
6,A9,12.8,8.3,10.8,26,252
6,A8,12.4,7.8,10.3,27,242
8,A8,14.7,9.4,12.3,23,289
6,A8,12.8,8.7,11.0,26,258
6,A8,12.8,8.7,11.0,26,258
6,A9,12.9,8.4,10.9,26,257
6,A9,12.4,8.4,10.6,27,249
6,A8,12.4,7.8,10.3,27,242
8,M6,15.6,10.1,13.1,22,307
8,M6,16.7,10.4,13.9,20,325
8,A8,14.7,9.4,12.3,23,289
8,A8,15.6,9.6,12.9,22,302
6,A8,12.8,8.7,11.0,26,258
8,M6,16.7,10.4,13.9,20,325
8,A8,15.6,9.6,12.9,22,302
8,A8,17.6,10.7,14.5,19,339
8,M6,18.1,11.4,15.1,19,352
6,A5,13.7,9.0,11.6,24,271
6,A8,12.4,7.8,10.3,27,242
8,A5,15.6,9.7,12.9,22,302
8,A8,14.7,9.4,12.3,23,289
8,A8,15.6,9.6,12.9,22,302
6,A8,12.8,8.7,11.0,26,258
6,A8,12.8,8.7,11.0,26,258
8,A5,16.0,10.1,13.3,21,312
8,A8,15.6,9.6,12.9,22,302
8,A8,17.6,10.7,14.5,19,339
6,A8,12.7,9.6,11.3,25,265
8,A8,16.6,10.7,14.0,20,328
6,A6,13.7,9.4,11.8,24,276
4,A4,12.7,9.2,11.1,25,261
6,A6,14.2,9.5,12.1,23,284
6,A6,14.5,10.0,12.4,23,292
10,M6,19.9,12.6,16.6,17,387
4,A6,9.3,6.5,8.0,35,187
4,M6,9.0,6.7,7.9,36,185
4,A6,8.7,7.1,8.0,35,186
4,M5,8.0,6.5,7.3,39,171
4,A6,8.7,7.1,8.0,35,186
4,M5,7.7,6.1,7.0,40,163
4,A6,9.7,7.4,8.7,32,202
4,M5,8.5,7.1,7.9,36,186
4,A6,9.7,7.4,8.7,32,202
4,M5,8.5,7.1,7.9,36,186
4,A6,10.7,7.9,9.4,30,221
4,M6,9.5,7.1,8.4,34,197
4,A9,10.7,7.7,9.3,30,219
4,A9,11.0,8.0,9.7,29,226
4,AV,5.7,6.2,5.9,48,138
4,AS6,11.5,8.0,9.9,29,233
4,AS6,11.3,8.0,9.8,29,230
6,AS6,13.5,9.1,11.5,25,270
4,AS6,11.9,8.6,10.4,27,244
6,AS6,13.8,9.8,12.0,24,281
6,AS6,13.9,10.0,12.1,23,284
4,AS6,10.2,7.8,9.1,31,214
4,AS6,10.6,8.0,9.5,30,222
4,AS6,11.1,8.1,9.7,29,229
4,AS6,10.7,8.3,9.6,29,226
4,AS6,11.5,8.7,10.2,28,239
6,AS6,15.9,12.0,14.2,20,333
6,AS6,16.1,12.2,14.3,20,337
4,AS6,12.6,8.6,10.8,26,254
6,AS6,13.9,9.7,12.0,24,281
4,AS6,13.1,9.2,11.3,25,266
6,AS6,14.8,10.7,13.0,22,305
6,AS6,14.4,10.5,12.6,22,296
6,AS6,12.2,9.3,10.9,26,256
6,AS6,12.4,9.8,11.2,25,263
6,AS6,13.1,9.8,11.6,24,272
6,AS10,12.7,9.5,11.3,25,264
6,AS10,13.0,10.2,11.7,24,274
6,AS10,13.8,10.7,12.4,23,290
6,A6,13.2,9.7,11.6,24,272
8,AS6,15.4,10.6,13.2,21,310
8,AS6,16.8,11.8,14.5,19,340
6,AS6,13.1,10.2,11.8,24,276
6,AS6,13.5,11.2,12.5,23,293
6,AS6,13.3,10.7,12.3,23,288
6,AS10,13.6,10.3,12.1,23,284
6,AS10,13.6,10.7,12.3,23,288
6,AS10,14.0,11.0,12.7,22,298
6,A6,14.0,10.6,12.5,23,293
8,AS6,15.9,11.3,13.8,20,323
8,AS6,16.0,11.8,14.1,20,330
8,AS6,16.8,12.4,14.8,19,347
6,AS10,15.6,13.2,14.5,19,339
4,AS6,8.6,6.4,7.6,37,178
4,M5,8.6,6.7,7.8,36,182
3,M5,7.6,5.7,6.8,42,158
4,M6,9.0,7.1,8.2,34,192
6,AS6,14.7,10.2,12.7,22,298
6,AS6,14.7,10.7,12.9,22,303
6,AS6,15.7,11.2,13.7,21,321
3,AS6,8.5,6.2,7.5,38,176
3,M6,7.9,5.9,7.0,40,164
4,AM6,9.1,6.4,7.9,36,185
4,AS6,9.2,6.6,8.0,35,189
4,M5,9.5,7.0,8.3,34,195
4,M6,12.2,9.4,10.9,26,256
4,M6,10.5,7.8,9.3,30,219
4,AS6,10.0,7.0,8.7,32,204
4,AS6,11.2,7.6,9.6,29,225
4,A6,11.3,7.5,9.6,29,224
4,AS6,11.8,8.1,10.1,28,238
6,AS6,13.5,9.0,11.5,25,270
4,AV,5.5,5.7,5.6,50,131
6,AM7,20.6,13.2,17.3,16,406
4,AS6,11.0,7.9,9.6,29,226
4,AS6,11.8,8.3,10.2,28,239
4,M6,11.2,7.8,9.8,29,230
4,M6,11.2,8.4,9.8,29,230
6,AS6,12.8,8.9,11.1,25,259
6,M6,13.8,8.8,11.5,25,271
8,AS6,15.6,9.6,12.9,22,303
8,M6,15.8,9.8,13.1,22,307
8,M6,16.7,10.2,13.8,20,324
4,AS6,11.8,8.3,10.2,28,239
4,M6,11.2,8.7,10.1,28,237
8,AS6,15.5,10.3,13.2,21,309
8,M6,16.7,10.2,13.8,20,324
8,M6,17.2,11.3,14.6,19,341
6,AS6,16.2,12.8,14.6,19,344
6,AS6,16.7,13.0,15.1,19,354
4,AS6,11.8,8.1,10.1,28,238
6,AS6,13.1,8.7,11.1,25,260
6,AS6,14.7,9.8,12.5,23,293
6,AS6,13.6,9.9,12.4,23,291
4,AS6,11.9,8.7,10.4,27,244
4,AS6,12.4,8.8,10.8,26,253
6,AS8,14.3,9.5,12.1,23,286
8,AS8,17.2,10.5,14.2,20,332
6,AS8,13.7,9.7,11.9,24,279
8,AS8,15.2,10.2,13.0,22,306
4,A6,11.0,9.2,10.2,28,239
6,A6,13.0,9.3,11.3,25,265
4,A6,11.2,9.4,10.4,27,243
6,A6,13.3,9.5,11.6,24,271
4,A6,12.0,9.2,10.7,26,252
4,M6,12.2,9.2,10.9,26,254
6,A8,13.4,9.6,11.7,24,274
4,A6,12.7,9.6,11.3,25,263
6,A8,14.0,9.9,12.2,23,286
8,A6,21.8,14.8,18.6,15,438
8,A6,22.3,14.9,19.0,15,445
8,A6,14.6,10.3,12.7,22,297
8,A8,15.2,10.7,13.1,22,309
8,A8,15.9,11.2,13.8,20,323
6,A6,13.4,10.0,11.9,24,279
8,A6,14.6,10.3,12.7,22,298
8,A6,15.0,10.7,13.1,22,307
8,A8,15.9,11.5,13.9,20,327
8,A8,16.0,11.7,14.1,20,330
6,A6,14.1,10.6,12.5,23,294
8,A6,15.0,10.7,13.1,22,307
8,A8,14.4,11.2,13.0,22,303
4,A6,11.0,7.5,9.4,30,221
4,A6,11.0,7.5,9.4,30,221
6,A6,14.1,9.7,12.1,23,285
4,A6,11.5,8.3,10.1,28,237
6,A6,15.0,10.4,13.0,22,304
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.2,10.8,13.2,21,310
8,A6,15.2,10.8,13.2,21,310
8,A8,16.0,11.7,14.1,20,330
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.4,10.8,13.3,21,312
8,A6,15.4,10.8,13.3,21,312
8,A8,16.3,11.7,14.2,20,333
4,AV7,9.2,6.9,8.2,34,190
4,M6,10.4,7.4,9.0,31,210
6,AS6,11.4,7.4,9.6,29,225
6,M6,12.9,8.4,10.9,26,254
4,AV,8.7,6.6,7.8,36,180
6,A6,11.4,7.2,9.5,30,223
4,AV,4.9,5.1,5.0,56,114
4,AV7,7.5,5.9,6.8,42,158
4,M6,7.7,5.7,6.8,42,159
4,AV,7.8,6.0,7.0,40,163
4,M6,8.5,6.1,7.4,38,173
4,AV,7.4,5.6,6.6,43,153
4,AV,7.8,6.0,7.0,40,163
4,M6,8.5,6.0,7.4,38,172
4,AV,7.7,6.0,6.9,41,162
4,AV7,7.9,6.6,7.3,39,170
4,AV7,7.9,6.6,7.3,39,170
4,M6,8.0,6.2,7.2,39,167
4,M6,8.0,6.2,7.2,39,167
4,AV,8.4,7.0,7.8,36,181
4,AV,8.7,7.2,8.0,35,188
4,AV,7.0,5.9,6.5,43,154
4,AV7,7.6,6.4,7.0,40,164
4,M6,8.1,6.6,7.4,38,174
4,AV,8.3,6.9,7.7,37,180
4,AV7,8.3,6.9,7.7,37,180
4,M6,9.4,7.1,8.4,34,195
4,AV,8.9,7.5,8.2,34,194
4,AV7,8.9,7.5,8.2,34,194
6,A6,12.3,8.6,10.7,26,251
6,A6,12.4,8.8,10.8,26,254
6,A6,13.0,9.3,11.3,25,266
6,AS9,12.4,9.3,11.0,26,256
6,A6,12.8,9.5,11.3,25,264
4,AS6,8.9,6.6,7.9,36,182
4,M6,8.8,6.5,7.8,36,184
4,AS6,8.3,6.4,7.4,38,174
4,M6,9.1,6.6,8.0,35,187
4,AS6,9.8,7.3,8.7,32,206
4,M6,9.8,7.2,8.7,32,204
4,AM6,4.3,4.4,4.4,64,103
4,AM6,4.2,4.0,4.1,69,96
6,AS6,12.9,9.4,11.3,25,265
6,AS6,13.0,9.7,11.5,25,269
4,AS6,11.1,8.6,10.0,28,235
4,AS6,12.5,9.6,11.2,25,264
4,AS6,12.0,9.1,10.7,26,253
6,AS6,13.9,10.8,12.5,23,295
4,AS6,10.5,7.6,9.2,31,216
4,AS6,9.4,6.7,8.2,34,194
4,AS6,10.0,7.2,8.7,32,207
4,AS6,6.3,5.7,6.0,47,143
4,AS6,6.0,5.3,5.7,50,137
4,AM7,9.9,8.5,9.3,30,221
4,AS6,10.1,7.8,9.0,31,213
4,AS6,11.0,9.1,10.2,28,241
4,AM6,8.3,6.7,7.6,37,180
4,M6,8.9,6.9,8.0,35,188
4,AS6,8.9,7.3,8.2,34,193
4,M6,9.4,7.2,8.4,34,200
4,AS7,10.7,8.4,9.6,29,226
6,AS7,12.6,8.8,10.9,26,256
6,AS7,12.3,9.2,10.9,26,257
6,AS7,9.1,7.7,8.5,33,200
4,AS7,11.2,8.5,10.0,28,233
6,AS7,12.4,8.8,10.8,26,253
6,AS7,12.5,9.2,11.0,26,259
6,AS7,13.2,9.8,11.7,24,274
8,AS7,14.9,10.2,12.8,22,300
6,AS7,8.4,7.1,7.8,36,184
4,AM7,9.7,7.1,8.5,33,200
4,AM7,10.6,8.0,9.4,30,221
6,AS7,13.7,9.8,11.9,24,280
6,AV7,11.9,8.8,10.5,27,246
6,AV7,12.5,9.1,10.9,26,257
4,AV7,9.5,8.6,9.1,31,214
6,AS7,14.5,10.8,12.8,22,301
8,AS7,17.4,12.2,15.1,19,355
6,AS8,13.3,10.0,11.8,24,277
6,AS8,11.9,8.5,10.4,27,242
6,M6,14.9,9.8,12.6,22,296
6,AS8,11.9,8.5,10.4,27,242
6,M6,14.9,9.8,12.6,22,296
8,AS8,15.6,10.4,13.3,21,311
8,AS6,15.6,10.4,13.3,21,311
6,AS8,12.4,8.8,10.8,26,253
6,M6,15.3,10.0,12.9,22,302
6,AS8,13.0,9.2,11.3,25,265
6,AS8,12.4,8.8,10.8,26,253
6,M6,15.3,10.0,12.9,22,302
6,AS8,13.0,9.2,11.3,25,265
6,AS8,11.8,8.2,10.2,28,238
6,AS8,12.0,8.4,10.4,27,243
6,AS8,14.0,9.0,11.8,24,276
6,AS8,14.0,9.4,11.9,24,280
8,AS8,15.8,10.3,13.3,21,313
8,AS8,15.8,10.3,13.3,21,313
4,A9,11.0,7.8,9.6,29,225
6,A9,11.4,8.3,10.0,28,234
4,A9,11.3,8.4,10.0,28,235
6,A9,11.6,8.6,10.3,27,241
4,A9,11.4,8.7,10.2,28,240
6,A9,12.8,9.0,11.1,25,259
4,A9,12.1,9.4,10.9,26,256
6,A9,12.9,9.9,11.6,24,269
4,AV,10.8,9.0,10.0,28,235
4,M5,10.3,7.9,9.3,30,216
4,A6,11.3,8.7,10.1,28,238
4,M5,10.2,8.3,9.3,30,219
4,A6,11.7,9.2,10.6,27,249
4,AV,11.7,10.3,11.1,25,259
4,M5,10.6,8.7,9.8,29,230
6,A8,12.7,9.6,11.3,25,265
8,A8,16.6,10.7,14.0,20,328
8,A8,18.3,12.6,15.7,18,368
4,A6,10.6,7.6,9.3,30,218
4,M6,10.4,7.3,9.0,31,211
4,A9,10.8,7.8,9.5,30,222
4,M6,10.8,7.6,9.4,30,221
4,AV,10.8,9.0,10.0,28,235
4,M5,10.3,7.9,9.3,30,216
4,A6,11.3,8.7,10.1,28,238
4,M5,10.2,8.3,9.3,30,219
4,A6,11.7,9.2,10.6,27,249
4,AV,11.7,10.3,11.1,25,259
4,M5,10.6,8.7,9.8,29,230
4,M6,9.9,7.7,8.9,32,209
4,A9,10.8,7.8,9.5,30,222
4,M6,9.9,7.7,8.9,32,211
4,A9,11.2,8.2,9.8,29,230
6,A5,14.1,11.1,12.8,22,299
6,M6,14.2,11.0,12.8,22,298
6,A5,14.7,11.7,13.4,21,313
6,M6,15.0,11.4,13.3,21,312
6,AS8,11.5,8.5,10.2,28,237
4,AS6,7.9,6.3,7.2,39,170
4,AS6,9.4,7.0,8.3,34,198
4,M6,9.4,6.8,8.3,34,195
4,AM7,9.4,7.9,8.7,32,207
4,AS6,9.7,7.0,8.3,34,197
4,M6,9.8,7.3,8.7,32,204
4,AM7,9.6,7.4,8.6,33,204
4,M6,10.1,8.0,9.2,31,216
4,AS6,9.6,7.3,8.6,33,203
4,M6,9.9,7.6,8.8,32,209
6,AS8,13.8,9.3,11.8,24,279
8,AS8,15.6,10.6,13.3,21,317
4,AM6,4.6,5.1,4.8,59,114
4,AM6,4.5,4.8,4.7,60,110
4,AM6,5.1,5.8,5.4,52,129
4,AS6,9.6,6.8,8.4,34,198
4,AS6,9.3,6.6,8.0,35,190
4,AS6,10.9,7.6,9.4,30,224
4,AS6,6.0,5.1,5.6,50,132
4,AS6,8.8,6.5,7.8,36,181
4,M6,8.8,6.6,7.8,36,181
4,AS6,9.9,7.6,8.9,32,210
6,AS6,13.2,9.7,11.6,24,275
6,AS6,12.9,9.5,11.4,25,269
6,AS6,14.1,10.5,12.5,23,296
4,AS6,11.2,8.3,9.9,29,234
4,AS6,12.3,9.4,11.0,26,259
4,AS6,11.5,9.3,10.5,27,246
6,AS6,14.0,10.1,12.2,23,289
6,AS6,13.2,9.3,11.4,25,270
4,AS6,9.4,7.8,8.7,32,205
4,M6,9.7,7.8,8.8,32,208
4,AS6,9.5,7.8,8.7,32,206
4,AM7,9.1,7.7,8.5,33,199
4,AS6,10.4,8.0,9.3,30,220
4,AS6,11.9,10.2,11.1,25,263
4,AS6,11.3,9.5,10.5,27,247
12,AM7,22.2,12.7,17.9,16,428
12,AM7,23.9,14.5,19.7,14,461
12,AM7,23.0,13.5,18.7,15,438
12,AM7,23.9,14.5,19.7,14,461
10,AM7,16.4,11.4,14.2,20,331
10,AM7,16.9,11.8,14.6,19,340
4,AS9,12.0,9.2,10.7,26,252
4,AS9,11.3,8.0,9.8,29,231
4,AS9,12.0,8.5,10.4,27,243
4,AV,5.5,5.9,5.7,50,132
4,AV6,5.8,6.1,5.9,48,139
6,AS6,11.4,7.7,9.7,29,226
6,AS6,12.4,9.2,11.0,26,257
6,AV8,8.0,6.9,7.5,38,176
8,AS8,14.9,9.7,12.5,23,293
8,AS6,16.0,12.9,14.6,19,341
4,AS8,10.6,7.3,9.1,31,214
6,AS6,12.6,9.2,11.0,26,258
6,AS6,12.6,9.2,11.0,26,258
8,AS8,15.1,10.3,12.9,22,303
8,AS8,15.1,10.3,12.9,22,303
8,AS8,18.2,13.0,15.8,18,372
4,AS6,10.7,8.5,9.7,29,226
4,AS6,10.8,8.9,9.9,29,232
4,AV6,7.2,7.9,7.5,38,176
6,AS6,12.6,9.2,11.0,26,258
6,AS6,12.6,9.2,11.0,26,258
8,AS8,15.2,9.5,12.6,22,289
6,AS8,12.2,9.0,10.8,26,252
6,AV6,7.5,8.4,7.9,36,185
6,AS6,14.0,9.5,12.0,24,281
6,AS6,14.4,9.7,12.3,23,288
6,AS6,14.3,9.7,12.2,23,287
4,AS6,12.3,9.3,10.9,26,256
4,AS6,12.1,9.3,10.8,26,254
4,AS6,13.1,9.4,11.4,25,268
6,AS6,15.7,11.2,13.7,21,321
6,A6,14.7,10.2,12.7,22,298
6,AS6,14.1,9.8,12.1,23,284
6,AS6,14.4,10.3,12.5,23,293
4,AS6,11.2,7.6,9.8,29,230
6,AS6,13.4,8.7,11.2,25,264
4,AS6,11.8,8.4,10.2,28,239
6,AS6,14.0,9.2,11.8,24,278
4,AV,5.7,6.2,5.9,48,139
6,AS6,15.9,12.0,14.2,20,333
6,AS6,16.1,12.4,14.5,19,339
6,AS8,14.1,9.8,12.4,23,286
6,AS8,14.7,10.0,12.4,23,293
6,AS8,14.7,9.9,12.6,22,295
8,AS6,18.2,11.4,15.1,19,355
8,AS6,18.2,11.6,15.2,19,358
6,AS8,16.8,11.9,14.7,19,340
6,AS8,16.8,12.4,14.7,19,346
8,AS8,16.1,10.8,13.8,20,321
6,AS8,14.9,10.3,13.1,22,300
6,AS8,15.0,10.3,13.1,22,301
4,AS6,8.2,6.9,7.6,37,179
4,AS6,8.8,7.5,8.2,34,192
4,M6,9.4,7.4,8.5,33,199
4,AS6,9.8,7.7,8.6,33,204
4,AS6,10.2,8.3,9.2,31,221
4,AS6,10.6,8.4,9.6,29,225
4,AS6,11.5,8.9,10.4,27,242
4,AS6,8.4,6.4,7.5,38,176
4,M6,8.5,6.2,7.5,38,175
4,M6,8.5,6.2,7.5,38,175
4,AS6,8.8,6.6,7.8,36,182
4,AS6,8.5,6.4,7.6,37,176
4,M6,9.3,6.9,8.2,34,194
4,AS6,8.4,6.4,7.5,38,174
4,M6,8.6,6.4,7.6,37,178
4,AS6,9.0,6.7,7.8,36,183
4,AS6,8.7,6.6,7.8,36,181
4,M6,9.6,7.0,8.4,34,198
4,AS5,10.8,8.2,9.6,29,226
4,M6,11.1,8.3,9.8,29,230
4,AS6,9.1,6.7,8.0,35,187
4,AS6,8.9,6.7,7.9,36,186
4,M6,9.8,6.9,8.4,34,196
4,AS6,9.0,6.7,8.0,35,187
4,M6,8.9,7.1,8.1,35,190
8,AS7,13.4,9.6,11.7,24,273
8,AS7,14.0,10.1,12.2,23,291
8,AS7,13.8,10.1,12.1,23,285
8,AS7,13.4,9.6,11.7,24,273
8,AS7,14.0,10.1,12.2,23,291
8,AS7,13.8,10.1,12.1,23,285
4,AS7,10.7,7.6,9.3,30,221
8,AS7,15.1,10.8,13.1,22,308
8,AS7,20.0,16.6,18.5,15,413
12,AS7,22.2,18.0,20.3,14,467
4,AS7,11.3,8.5,10.0,28,233
6,A9,17.4,11.1,14.6,19,353
6,A9,13.6,10.1,12.0,24,281
6,A9,13.6,10.2,12.0,24,281
8,AS7,17.3,13.5,15.6,18,363
8,AS7,17.2,12.8,15.2,19,363
8,AS7,18.2,14.0,16.3,17,369
8,AS7,14.5,10.8,12.8,22,303
8,AS7,14.5,10.8,12.8,22,303
8,AS7,15.7,10.1,13.2,21,313
8,AS7,16.4,10.6,13.8,20,322
8,AS7,15.3,10.2,13.0,22,305
12,AS7,17.6,10.9,14.6,19,349
12,AS7,17.1,11.0,14.3,20,348
12,AS7,18.7,11.6,15.5,18,365
8,AS7,14.7,9.5,12.4,23,298
12,AS7,17.6,10.8,14.5,19,340
6,A9,11.6,8.2,10.1,28,234
4,AS7,9.7,6.6,8.3,34,179
4,AS7,10.1,7.8,9.0,31,212
4,A9,10.8,8.0,9.5,30,222
4,AS7,10.4,8.0,9.3,30,218
4,AS7,9.6,6.4,8.1,35,190
8,A9,13.6,9.4,11.7,24,275
4,A9,10.8,8.1,9.5,30,246
6,A9,11.8,8.6,10.4,27,245
6,A9,12.4,9.3,11.0,26,259
6,AS7,11.5,8.1,10.0,28,233
6,AS7,11.8,8.4,10.2,28,239
8,AS7,13.7,9.2,11.7,24,275
8,AS7,13.4,8.9,11.4,25,268
8,AS7,19.0,16.6,17.9,16,401
4,AS7,10.3,7.6,9.1,31,212
4,A9,11.1,8.5,10.0,28,233
6,A9,13.1,10.1,11.7,24,276
8,A9,15.3,11.3,13.5,21,318
6,A9,14.4,11.4,13.0,22,306
8,A9,16.7,12.9,15.0,19,347
12,AS7,18.2,11.0,15.0,19,359
4,AS7,11.1,9.1,10.2,28,240
4,AS7,11.5,9.3,10.5,27,248
6,AS7,12.6,8.6,10.8,26,253
8,A9,14.3,9.2,12.0,24,280
8,A9,14.3,9.2,12.0,24,280
8,A9,13.9,9.3,11.8,24,276
8,A9,14.1,9.3,11.9,24,278
12,AS7,17.5,10.8,14.5,19,350
6,A9,11.5,8.4,10.1,28,237
8,A9,13.6,9.5,11.7,24,275
4,A9,9.5,7.2,8.5,33,200
3,AS6,8.8,6.8,7.9,36,184
3,M6,8.5,6.2,7.5,38,175
3,AS6,8.8,6.8,7.9,36,184
3,M6,8.5,6.3,7.5,38,175
3,AS6,9.5,7.2,8.4,34,197
3,M6,9.6,7.0,8.4,34,197
3,AS8,10.2,7.8,9.1,31,213
3,M6,10.6,7.4,9.1,31,214
3,AS6,8.8,6.8,7.9,36,184
3,M6,8.5,6.3,7.5,38,175
3,AS6,9.5,7.2,8.4,34,197
3,M6,9.6,7.0,8.4,34,197
3,AS8,10.3,7.9,9.2,31,215
3,M6,10.6,7.4,9.1,31,214
4,AS6,9.3,7.2,8.3,34,196
4,M6,10.2,7.3,8.9,32,210
4,AS6,9.3,7.2,8.3,34,196
4,M6,10.2,7.3,8.9,32,210
4,AS8,10.0,7.2,8.7,32,205
4,M6,10.8,7.7,9.4,30,220
4,AS8,10.2,7.4,9.0,31,210
4,M6,11.4,7.8,9.7,29,227
4,AS6,9.4,7.2,8.4,34,196
4,M6,10.2,7.3,8.9,32,210
4,AS8,10.5,7.4,9.1,31,213
4,M6,11.3,7.7,9.7,29,227
4,AS6,9.3,7.2,8.3,34,196
4,M6,10.2,7.3,8.9,32,210
4,AS8,10.2,7.4,9.0,31,210
4,M6,11.4,7.8,9.7,29,227
4,AS6,9.4,7.2,8.4,34,196
4,M6,10.8,7.7,9.4,30,220
4,AV6,8.7,6.9,7.9,36,183
4,M5,9.7,7.1,8.5,33,200
4,AV6,9.9,7.7,8.9,32,206
4,M5,10.5,7.8,9.3,30,218
4,AV6,10.2,7.9,9.2,31,212
4,AV6,9.3,7.2,8.4,34,194
4,M5,9.9,7.3,8.7,32,205
3,AV,6.4,5.5,6.0,47,141
3,M5,7.1,5.8,6.5,43,150
3,AV,6.9,5.7,6.4,44,149
3,M5,7.2,5.9,6.6,43,155
4,AV6,9.2,7.5,8.4,34,197
4,AV6,9.8,8.1,9.0,31,211
6,AS6,11.9,8.5,10.4,27,242
4,AV6,9.7,7.8,8.8,32,204
4,M5,10.3,8.2,9.3,30,216
4,AV6,10.1,8.2,9.2,31,213
6,AS7,12.6,9.3,11.1,25,261
6,M6,13.3,9.3,11.5,25,269
6,AS7,13.0,9.7,11.5,25,270
6,M6,13.6,9.7,11.8,24,278
4,AV,8.8,6.0,7.5,38,176
6,AV7,10.6,7.3,9.1,31,214
4,AV7,8.8,6.5,7.8,36,183
8,AS7,17.5,12.9,15.4,18,362
4,A5,13.5,10.5,12.2,23,286
4,M5,12.2,10.4,11.4,25,268
6,A5,14.8,10.6,12.9,22,304
6,A5,15.8,11.5,13.8,20,326
6,M6,15.1,11.5,13.5,21,317
6,AM6,14.5,10.7,12.8,22,300
4,AV7,8.5,7.5,8.0,35,189
4,M6,8.6,7.2,8.0,35,188
4,AV7,9.0,7.8,8.4,34,199
4,M6,9.0,7.6,8.4,34,197
4,AV8,9.5,8.3,8.9,32,209
6,AV7,11.1,7.8,9.6,29,225
4,A4,8.9,6.8,7.9,36,186
4,M5,8.7,6.8,7.9,36,185
6,AV7,11.0,8.3,9.8,29,230
6,AV7,11.2,8.4,9.9,29,232
4,AV,9.8,9.0,9.4,30,220
6,AV,11.6,8.5,10.2,28,240
6,AV,12.1,8.9,10.7,26,250
6,AV,12.4,9.2,11.0,26,258
4,AV,8.8,7.3,8.1,35,191
4,M6,10.0,8.1,9.2,31,216
4,AV,9.1,7.5,8.4,34,197
4,AV,9.2,7.0,8.2,34,192
4,AV,9.6,7.4,8.6,33,203
4,AV7,8.9,7.3,8.2,34,193
4,M6,9.1,7.3,8.3,34,195
4,AV,8.1,6.3,7.3,39,171
4,M6,9.0,6.8,8.0,35,187
4,AV7,9.4,7.8,8.7,32,205
4,M6,9.5,7.6,8.7,32,204
8,AS7,15.0,11.2,13.3,21,312
8,AS7,15.2,11.1,13.4,21,315
8,AS7,16.0,12.0,14.2,20,333
4,AV,7.6,6.2,7.0,40,164
4,M5,8.6,6.6,7.7,37,180
6,AM7,10.6,8.0,9.4,30,221
6,M7,11.8,8.1,10.1,28,237
6,AM7,10.8,8.3,9.7,29,227
6,M7,12.0,8.2,10.3,27,241
6,AM7,10.8,8.3,9.7,29,226
6,M7,12.1,8.3,10.4,27,242
6,AM7,10.8,8.4,9.7,29,228
6,M7,12.1,8.3,10.4,27,243
6,AM7,10.7,8.3,9.6,29,225
6,M7,12.1,8.3,10.4,27,242
6,AM7,11.0,8.4,9.8,29,230
6,M7,12.2,8.5,10.5,27,246
6,AM7,11.0,8.5,9.9,29,232
6,M7,12.1,8.4,10.4,27,243
6,AM7,10.9,8.5,9.9,29,231
6,M7,12.2,8.5,10.5,27,246
6,AM7,10.9,8.4,9.8,29,228
6,M7,12.2,8.5,10.5,27,246
6,AM7,11.1,8.6,10.0,28,233
6,M7,12.2,8.5,10.5,27,246
6,AM7,12.6,9.9,11.4,25,266
6,AM7,12.6,9.9,11.4,25,267
6,AM7,12.6,9.9,11.4,25,266
6,AM7,12.6,9.9,11.4,25,267
4,AM7,10.5,8.0,9.4,30,219
4,M6,11.0,8.3,9.8,29,229
4,AM7,11.0,8.4,9.9,29,230
4,M6,12.1,9.0,10.7,26,249
6,A8,12.9,9.7,11.5,25,268
6,A8,13.6,10.2,12.1,23,281
6,A8,13.9,9.6,12.0,24,281
